resource_kind,resource_name,legacy_owner,legacy_source,target_owner,persistence_role,constraints_or_pattern,migration_status,notes
redis_key,edu_schedule:query_task:<task_id>,edu_schedule,app/modules/edu_schedule/services/query_tasks.py,campus,temporary_task_state,JSON; TTL 1800s,inventoried,"Credentials/job payload also live only in process memory, so Redis state cannot recover execution."
redis_key,edu_schedule:user_query_tasks:<user_id>,edu_schedule,app/modules/edu_schedule/services/query_tasks.py,campus,temporary_task_index,max 10 tasks; TTL 1800s,inventoried,Recent-task lookup index.
redis_key,edu_schedule:query_dedupe:<sha256>,edu_schedule,app/modules/edu_schedule/services/query_tasks.py,campus,idempotency_coordination,TTL 1800s,inventoried,Prevents duplicate fragile-upstream queries.
redis_key,edu_schedule:grade_refresh_order:<user_id>:<account_key>,edu_schedule,app/modules/edu_schedule/services/query_tasks.py,campus,sequence_coordination,integer; TTL 1800s,inventoried,Monotonic refresh order.
redis_key,edu_schedule:webvpn_challenge:<challenge_id>,edu_schedule,app/modules/edu_schedule/services/webvpn_refresh.py,campus,short_lived_coordination,encrypted cookies/token; TTL 300s,inventoried,Never report plaintext challenge material.
redis_key,edu_schedule:upstream_slots,edu_schedule,app/modules/edu_schedule/services/upstream_executor.py,campus,concurrency_coordination,Sorted Set; global limit 20; stale after 120s,inventoried,Protect fragile upstream.
redis_key,plaza:metrics:refresh:lock,public_bank,app/modules/user_bank/services/plaza_metrics_service.py,catalog,distributed_lock,SET NX EX 30s,inventoried,Rebuildable metrics refresh coordination.
redis_key,LIMITS:*,Flask-Limiter,app/core/extensions.py,operations,library_managed_rate_limit,version-dependent Redis keys,inventoried,Do not freeze library-internal key layout as a business contract.
redis_key,rq:*,RQ,app/core/utils/rq_utils.py,operations,library_managed_queue_state,queue/job/worker/registries; version-dependent,inventoried,Drain or explicitly abandon jobs before cutover.
queue,RQ queue saksk,RQ,compose.dev.yml; compose.prod.yml; app/core/utils/rq_utils.py,operations,transient_work_queue,"AI explain, email, SMS; Compose worker listens this queue",inventoried,Stop producers and drain/reconcile before cutover.
queue,RQ queue default,RQ,app/modules/chat/routes/api.py; compose.dev.yml; compose.prod.yml,operations,transient_work_queue,chat audio transcode; direct Queue(connection=...) selects RQ default; Compose worker does not listen,inventoried,Known legacy risk: an accepted job can remain unconsumed while the message retains its raw-audio URL.
queue_task,app.tasks.ai_explain_tasks.ai_explain_task,quiz,app/tasks/ai_explain_tasks.py,intelligence,background_command,saksk; timeout 120s; result/failure TTL 24h,inventoried,Stable idempotency key required in target.
queue_task,app.tasks.email_tasks.send_email_task,auth,app/tasks/email_tasks.py,identity,background_command,saksk; retry 30/60/120s; timeout 120s; queue TTL 600s,inventoried,Final failure telemetry in Redis.
queue_task,app.tasks.sms_tasks.send_sms_task,auth,app/tasks/sms_tasks.py,identity,background_command,saksk; retry 10/30s; timeout 30s,inventoried,Final failure telemetry in Redis.
queue_task,app.modules.chat.tasks.transcode_audio_task,chat,app/modules/chat/routes/api.py; app/modules/chat/tasks.py,messaging,background_command,default queue; bypasses RQ_DISABLED,inventoried,No current Compose consumer for default queue; synchronous fallback happens only when enqueue fails.
scheduled_or_background_task,expired email verification cleanup,auth,app/core/tasks.py,identity,background_process,startup then hourly; once per Gunicorn worker,inventoried,Production default 2 workers can run duplicate cleaners.
scheduled_or_background_task,orphan forum upload cleanup,forum,app/core/tasks.py; app/modules/forum/services/upload_service.py,community,background_process,startup then hourly; 24h orphan threshold,inventoried,Must remain idempotent under concurrent workers.
scheduled_or_background_task,R2 backup scheduler,admin/backup,app/tasks/backup_scheduler.py; app/modules/admin/services/backup_job_service.py,operations,background_process,sidecar polls every 60s; always recovers stale jobs/retries deletion/executes queued jobs; only scheduled-job creation is disabled by default; cron default 02:00,inventoried,Current local container still runs the older backup-cron.sh image/config.
scheduled_or_background_task,campus schedule/grade query,edu_schedule,app/modules/edu_schedule/services/query_tasks.py,campus,background_process,per-request daemon thread; unbounded attempts; backoff 5/20/60/120/300s,inventoried,_QUERY_TASK_MAX_ATTEMPTS=None; process restart cannot recover in-memory credentials/job payload.
scheduled_or_background_task,SSE Redis subscriber,core SSE,app/core/sse/event_bus.py,messaging,background_process,lazy daemon thread per process,inventoried,In-memory fallback queue size 64 may drop events.
scheduled_or_background_task,backup lease heartbeat,admin/backup,app/modules/admin/services/backup_job_service.py,operations,background_process,thread per active backup job,inventoried,Lease state must be observable and recoverable.
realtime_channel,sse:events,core SSE,app/core/sse/event_bus.py; app/core/sse/routes.py; app/core/config.py,messaging,ephemeral_delivery,"Redis Pub/Sub; connected,reconnect,chat_message,chat_unread,chat_message_revoked,interact_unread,notif_unread",inventoried,"Heartbeat is an SSE comment, not an event; PostgreSQL retains facts; ProductionConfig disables SSE by default."
realtime_channel,AI chat response stream,ai_chat,app/modules/ai_chat/routes/api.py; app/modules/ai_chat/services/ai_chat_service.py,intelligence,ephemeral_delivery,"direct HTTP SSE events meta,delta,done,error",inventoried,Does not use sse:events.
object_prefix,uploads/avatars/,user,app/modules/user/routes/api.py,identity,durable_file,generated filename; extension allowlist only; no size/MIME/magic-byte validation,inventoried,Replacing an avatar deletes the previous local file; preserve public URL behavior and record the legacy validation gap.
object_prefix,uploads/bank_covers/,user_bank,app/modules/user_bank/routes/api_uploads.py,personalbank,durable_file,5MB maximum; extension+MIME+magic-byte checks; realpath boundary,inventoried,No general orphan cleanup found for superseded cover files.
object_prefix,uploads/question_images/,admin/quiz,app/modules/admin/routes/api_components/questions_io.py; app/modules/admin/routes/api_legacy.py,catalog,durable_file,extension allowlist only (including SVG); secure filename; no size/MIME/magic-byte validation,inventoried,No general orphan cleanup found; retain the validation difference as a compatibility/security decision.
object_prefix,uploads/user_bank_question_images/,user_bank,app/modules/user_bank/routes/api_uploads.py,personalbank,durable_file,5MB maximum; extension+MIME+magic-byte checks; realpath boundary,inventoried,Separate from catalog images; no general orphan cleanup found.
object_prefix,uploads/questions/,main,app/__init__.py,catalog,legacy_compatibility_file,read allowlist; writer not confirmed,inventoried,Retain only while compatibility evidence requires it.
object_prefix,uploads/forum/,forum,app/modules/forum/services/upload_service.py,community,durable_file,forum_uploads association; 24h orphan cleanup,inventoried,Preserve attachment authorization.
object_prefix,uploads/chat/,chat,app/modules/chat/routes/api.py; app/modules/chat/tasks.py,messaging,durable_file,"images, thumbnails, raw audio, m4a/mp3",inventoried,Conversion may use an isolated worker command; no general orphan cleanup was found.
object_prefix,uploads/web_login/,auth,app/modules/auth/services/web_login_service.py,identity,short_lived_file,unguessable QR filename; no cleanup found,inventoried,Do not claim a TTL that legacy does not enforce.
object_prefix,uploads/wechat_bind/,auth,app/modules/auth/services/web_login_service.py,identity,short_lived_file,unguessable QR filename; no cleanup found,inventoried,Do not claim a TTL that legacy does not enforce.
object_prefix,R2 <configured-prefix>/backup_*.tar.gz,admin/backup,app/modules/admin/services/backup_archive_service.py; app/modules/admin/services/backup_storage_service.py; app/tasks/backup_scheduler.py,operations,durable_backup_archive,default backups/; retention 14d and max 3; checksums,inventoried,Restore rehearsal required.
object_prefix,R2 <configured-prefix>/.healthcheck/<uuid>.txt,admin/backup,app/modules/admin/services/backup_storage_service.py,operations,temporary_healthcheck_object,create/read/delete health probe,inventoried,Never persist credentials in the probe.
external_api,"OpenAI-compatible /models,/chat/completions,/responses",quiz/ai_chat,app/modules/quiz/services; app/modules/ai_chat/services,intelligence,external_integration,configurable HTTPS base URL; streaming supported,inventoried,Ordinary model HTTP remains Java; apply egress/SSRF policy and redact prompts/keys.
external_api,WeChat jscode2session/token/getwxacodeunlimit,auth,app/modules/auth/services,identity,external_integration,AppID/secret; HTTPS,inventoried,Never inventory real secrets.
external_api,SMTP email,auth,app/core/utils/email_service.py; app/tasks/email_tasks.py,identity,external_integration,timeouts; masked config; idempotent delivery,inventoried,Configuration administration remains operations-owned.
external_api,Aliyun DYPNS SMS,auth,app/core/utils/sms_service.py; app/tasks/sms_tasks.py,identity,external_integration,SendSmsVerifyCode/CheckSmsVerifyCode,inventoried,Configuration administration remains operations-owned.
external_api,SYN U WebVPN/JWXT,edu_schedule,app/modules/edu_schedule/services,campus,external_integration,low concurrency; timeout; backoff; circuit breaker; snapshot fallback,inventoried,Existing encrypted credentials must remain decryptable.
external_api,Cloudflare R2 S3 API,admin/backup,app/modules/admin/services/backup_storage_service.py,operations,external_integration,configurable bucket/prefix; 300s presigned download,inventoried,Encrypted credentials and restore validation required.
external_api,Epay submit/query/order,payment/admin,app/modules/payment/services/epay_service.py,operations,external_integration,configurable HTTP(S) endpoint; signed requests,inventoried,No payment ORM table found; approve egress/SSRF allowlist decision.
external_api,Sentry SDK/DSN,platform,app/__init__.py; app/core/config.py,operations,external_integration,optional telemetry endpoint,inventoried,Redact credentials and user-sensitive context.
external_api,browser export extension: Chaoxing/PTA/Yuketang,export_extension,app/modules/main/resources/export_extension/manifest.json; app/modules/main/resources/export_extension/content/xuexitong-export.js; app/modules/main/resources/export_extension/content/pta-export.js,web,external_integration,content-script host permissions for Chaoxing/Pintia/Yuketang; authenticated Chaoxing activity/result GETs; Yuketang show_paper GET; PTA DOM extraction,inventoried,Runs in the user's browser with the learning site's cookies and page access; treat host permissions and extracted question data as an explicit integration contract.
external_api,browser CDN/fonts,Jinja web,app/modules/**/templates,web,external_integration,Google Fonts/jsDelivr/Toast UI and similar,inventoried,Ancillary runtime dependency; vendor or define availability policy.
