route_id,path,methods,endpoint,legacy_module,source,registration_source,registration_kind,decorators,inline_auth_signals,auth_semantics,client_surfaces,client_references,contract_source,target_module,migration_status,compatibility_notes
259712a071c2,/admin/settings/payment,GET,admin.admin_pages.admin_payment_settings_page,admin,app/modules/admin/routes/pages.py:225,app/modules/admin/routes/pages.py:225,blueprint_decorator,[],[],"[""global_anonymous_login_redirect"",""admin_blueprint_hook:session_or_jwt_plus_role_if_global_gate_passes"",""route_auth:none""]",web,"{""web"":[""app/modules/admin/templates/admin/settings/index.html:85:navigation_literal""]}",runtime:url_map;source:app/modules/admin/routes/pages.py:225,operations,pending,preserve path/method/status/envelope/auth/null/pagination
236d9048c42c,/admin/settings/sms,GET,admin.admin_pages.admin_sms_settings_page,admin,app/modules/admin/routes/pages.py:234,app/modules/admin/routes/pages.py:234,blueprint_decorator,[],[],"[""global_anonymous_login_redirect"",""admin_blueprint_hook:session_or_jwt_plus_role_if_global_gate_passes"",""route_auth:none""]",web,"{""web"":[""app/modules/admin/templates/admin/settings/index.html:22:navigation_literal""]}",runtime:url_map;source:app/modules/admin/routes/pages.py:234,operations,pending,preserve path/method/status/envelope/auth/null/pagination
3c335248422c,/admin/settings/wechat-miniprogram,GET,admin.admin_pages.admin_wechat_miniprogram_settings_page,admin,app/modules/admin/routes/pages.py:252,app/modules/admin/routes/pages.py:252,blueprint_decorator,[],[],"[""global_anonymous_login_redirect"",""admin_blueprint_hook:session_or_jwt_plus_role_if_global_gate_passes"",""route_auth:none""]",web,"{""web"":[""app/modules/admin/templates/admin/settings/index.html:40:navigation_literal""]}",runtime:url_map;source:app/modules/admin/routes/pages.py:252,operations,pending,preserve path/method/status/envelope/auth/null/pagination
16682a9f15d2,/admin/subject_permissions,GET,admin.admin_pages.admin_subject_permissions_page,admin,app/modules/admin/routes/pages.py:178,app/modules/admin/routes/pages.py:178,blueprint_decorator,[],[],"[""global_anonymous_login_redirect"",""admin_blueprint_hook:session_or_jwt_plus_role_if_global_gate_passes"",""route_auth:none""]",web,"{""web"":[""app/modules/admin/templates/admin/admin_base.html:626:navigation_literal""]}",runtime:url_map;source:app/modules/admin/routes/pages.py:178,operations,pending,preserve path/method/status/envelope/auth/null/pagination
061def7628d7,/admin/subjects,GET,admin.admin_pages.admin_subjects_page,admin,app/modules/admin/routes/pages.py:69,app/modules/admin/routes/pages.py:69,blueprint_decorator,[],[],"[""global_anonymous_login_redirect"",""admin_blueprint_hook:session_or_jwt_plus_role_if_global_gate_passes"",""route_auth:none""]",tests;web,"{""tests"":[""tests/test_admin_user_banks.py:282:test_client_literal""],""web"":[""app/modules/admin/templates/admin/admin_base.html:621:navigation_literal"",""app/modules/admin/templates/admin/dashboard/index.html:363:navigation_literal"",""app/modules/admin/templates/admin/dashboard/index.html:373:navigation_literal"",""app/modules/admin/templates/admin/subjects/_content.html:9:navigation_literal"",""app/modules/admin/templates/admin/subjects/_question_list.html:8:navigation_literal"",""app/modules/admin/templates/admin/subjects/legacy.html:172:navigation_literal""]}",runtime:url_map;source:app/modules/admin/routes/pages.py:69,operations,pending,preserve path/method/status/envelope/auth/null/pagination
52ad8f899d66,/admin/subjects/<int:subject_id>/questions,GET,admin.admin_pages.admin_questions_page,admin,app/modules/admin/routes/pages.py:81,app/modules/admin/routes/pages.py:81,blueprint_decorator,[],[],"[""global_anonymous_login_redirect"",""admin_blueprint_hook:session_or_jwt_plus_role_if_global_gate_passes"",""route_auth:none""]",web,"{""web"":[""app/modules/admin/templates/admin/subjects/duplicate_check.html:347:navigation_literal"",""app/modules/admin/templates/admin/subjects/legacy.html:268:navigation_literal""]}",runtime:url_map;source:app/modules/admin/routes/pages.py:81,operations,pending,preserve path/method/status/envelope/auth/null/pagination
5548b24849ed,/admin/subjects/<int:subject_id>/questions/duplicate-check,GET,admin.admin_pages.admin_duplicate_check_page,admin,app/modules/admin/routes/pages.py:93,app/modules/admin/routes/pages.py:93,blueprint_decorator,[],[],"[""global_anonymous_login_redirect"",""admin_blueprint_hook:session_or_jwt_plus_role_if_global_gate_passes"",""route_auth:none""]",not_found_static_scan,not_found_static_scan,runtime:url_map;source:app/modules/admin/routes/pages.py:93,operations,pending,preserve path/method/status/envelope/auth/null/pagination
3a346cb29186,/admin/types,GET,admin.admin_api_legacy.get_question_types,admin,app/modules/admin/routes/api_legacy.py:27,app/modules/admin/routes/api_legacy.py:27,blueprint_decorator,[],[],"[""global_anonymous_login_redirect"",""admin_blueprint_hook:session_or_jwt_plus_role_if_global_gate_passes"",""route_auth:none""]",web,"{""web"":[""app/modules/admin/templates/admin/subjects/_question_scripts.html:68:fetch_literal""]}",runtime:url_map;source:app/modules/admin/routes/api_legacy.py:27,operations,pending,preserve path/method/status/envelope/auth/null/pagination
77caa23136b0,/admin/users,GET,admin.admin_pages.admin_users_page,admin,app/modules/admin/routes/pages.py:62,app/modules/admin/routes/pages.py:62,blueprint_decorator,[],[],"[""global_anonymous_login_redirect"",""admin_blueprint_hook:session_or_jwt_plus_role_if_global_gate_passes"",""route_auth:none""]",web,"{""web"":[""app/modules/admin/templates/admin/admin_base.html:624:navigation_literal"",""app/modules/admin/templates/admin/dashboard/index.html:385:navigation_literal"",""app/modules/admin/templates/admin/dashboard/index.html:395:navigation_literal"",""app/modules/admin/templates/admin/users/detail.html:446:navigation_literal""]}",runtime:url_map;source:app/modules/admin/routes/pages.py:62,operations,pending,preserve path/method/status/envelope/auth/null/pagination
a4a14937cdd4,/admin/users/<int:user_id>,DELETE,admin.admin_api_legacy.delete_user,admin,app/modules/admin/routes/api_legacy.py:751,app/modules/admin/routes/api_legacy.py:751,blueprint_decorator,[],"[""session_reference""]","[""global_anonymous_login_redirect"",""admin_blueprint_hook:session_or_jwt_plus_role_if_global_gate_passes"",""route_auth:none""]",not_found_static_scan,not_found_static_scan,runtime:url_map;source:app/modules/admin/routes/api_legacy.py:751,operations,pending,preserve path/method/status/envelope/auth/null/pagination
6f65d0bc8783,/admin/users/<int:user_id>,GET,admin.admin_pages.admin_user_detail_page,admin,app/modules/admin/routes/pages.py:105,app/modules/admin/routes/pages.py:105,blueprint_decorator,[],[],"[""global_anonymous_login_redirect"",""admin_blueprint_hook:session_or_jwt_plus_role_if_global_gate_passes"",""route_auth:none""]",web,"{""web"":[""app/modules/admin/templates/admin/users/index.html:678:navigation_literal"",""app/modules/admin/templates/admin/users/index.html:699:navigation_literal""]}",runtime:url_map;source:app/modules/admin/routes/pages.py:105,operations,pending,preserve path/method/status/envelope/auth/null/pagination
4f3a8d4757ed,/admin/users/<int:user_id>/reset_password,POST,admin.admin_api_legacy.reset_password,admin,app/modules/admin/routes/api_legacy.py:655,app/modules/admin/routes/api_legacy.py:655,blueprint_decorator,[],"[""session_reference""]","[""global_anonymous_login_redirect"",""admin_blueprint_hook:session_or_jwt_plus_role_if_global_gate_passes"",""route_auth:none""]",not_found_static_scan,not_found_static_scan,runtime:url_map;source:app/modules/admin/routes/api_legacy.py:655,operations,pending,preserve path/method/status/envelope/auth/null/pagination
6d3e986559c0,/admin/users/<int:user_id>/toggle_admin,POST,admin.admin_api_legacy.toggle_admin,admin,app/modules/admin/routes/api_legacy.py:533,app/modules/admin/routes/api_legacy.py:533,blueprint_decorator,[],"[""session_reference"",""forbidden_response_signal""]","[""global_anonymous_login_redirect"",""admin_blueprint_hook:session_or_jwt_plus_role_if_global_gate_passes"",""route_auth:none""]",not_found_static_scan,not_found_static_scan,runtime:url_map;source:app/modules/admin/routes/api_legacy.py:533,operations,pending,preserve path/method/status/envelope/auth/null/pagination
618c04cc948c,/admin/users/<int:user_id>/toggle_lock,POST,admin.admin_api_legacy.toggle_lock,admin,app/modules/admin/routes/api_legacy.py:631,app/modules/admin/routes/api_legacy.py:631,blueprint_decorator,[],"[""session_reference""]","[""global_anonymous_login_redirect"",""admin_blueprint_hook:session_or_jwt_plus_role_if_global_gate_passes"",""route_auth:none""]",not_found_static_scan,not_found_static_scan,runtime:url_map;source:app/modules/admin/routes/api_legacy.py:631,operations,pending,preserve path/method/status/envelope/auth/null/pagination
036ae5981e1b,/admin/users/<int:user_id>/toggle_notification_admin,POST,admin.admin_api_legacy.toggle_notification_admin,admin,app/modules/admin/routes/api_legacy.py:594,app/modules/admin/routes/api_legacy.py:594,blueprint_decorator,[],"[""session_reference"",""forbidden_response_signal""]","[""global_anonymous_login_redirect"",""admin_blueprint_hook:session_or_jwt_plus_role_if_global_gate_passes"",""route_auth:none""]",not_found_static_scan,not_found_static_scan,runtime:url_map;source:app/modules/admin/routes/api_legacy.py:594,messaging,pending,preserve path/method/status/envelope/auth/null/pagination
a996ef15df2e,/admin/users/<int:user_id>/toggle_subject_admin,POST,admin.admin_api_legacy.toggle_subject_admin,admin,app/modules/admin/routes/api_legacy.py:567,app/modules/admin/routes/api_legacy.py:567,blueprint_decorator,[],"[""session_reference"",""forbidden_response_signal""]","[""global_anonymous_login_redirect"",""admin_blueprint_hook:session_or_jwt_plus_role_if_global_gate_passes"",""route_auth:none""]",not_found_static_scan,not_found_static_scan,runtime:url_map;source:app/modules/admin/routes/api_legacy.py:567,operations,pending,preserve path/method/status/envelope/auth/null/pagination
8b6c617fe111,/admin/users/create,POST,admin.admin_api_legacy.create_user,admin,app/modules/admin/routes/api_legacy.py:715,app/modules/admin/routes/api_legacy.py:715,blueprint_decorator,[],[],"[""global_anonymous_login_redirect"",""admin_blueprint_hook:session_or_jwt_plus_role_if_global_gate_passes"",""route_auth:none""]",not_found_static_scan,not_found_static_scan,runtime:url_map;source:app/modules/admin/routes/api_legacy.py:715,operations,pending,preserve path/method/status/envelope/auth/null/pagination
4f85d79e69ef,/admin/users/export,GET,admin.admin_api_legacy.export_users,admin,app/modules/admin/routes/api_legacy.py:689,app/modules/admin/routes/api_legacy.py:689,blueprint_decorator,[],[],"[""global_anonymous_login_redirect"",""admin_blueprint_hook:session_or_jwt_plus_role_if_global_gate_passes"",""route_auth:none""]",not_found_static_scan,not_found_static_scan,runtime:url_map;source:app/modules/admin/routes/api_legacy.py:689,operations,pending,preserve path/method/status/envelope/auth/null/pagination
6693829af631,/ai-chat,GET,ai_chat.ai_chat_pages.ai_chat_page,ai_chat,app/modules/ai_chat/routes/pages.py:11,app/modules/ai_chat/routes/pages.py:11,blueprint_decorator,"[""auth_required""]","[""current_user_resolution""]","[""global_anonymous_login_redirect"",""route_decorator:session_or_jwt""]",tests;web,"{""tests"":[""tests/test_ai_chat.py:58:test_client_literal"",""tests/test_ai_chat.py:63:test_client_literal""],""web"":[""app/modules/main/templates/main/shared/_app_sidebar.html:518:navigation_literal""]}",runtime:url_map;source:app/modules/ai_chat/routes/pages.py:11,intelligence,pending,preserve path/method/status/envelope/auth/null/pagination
bc41547d5064,/api/ai-chat/models,GET,ai_chat.ai_chat_api.ai_chat_models,ai_chat,app/modules/ai_chat/routes/api.py:19,app/modules/ai_chat/routes/api.py:19,blueprint_decorator,"[""auth_required"",""limiter.limit('120/minute')""]",[],"[""global_session_or_valid_jwt_else_401"",""route_decorator:session_or_jwt""]",tests,"{""tests"":[""tests/test_ai_chat.py:79:test_client_literal""]}",runtime:url_map;source:app/modules/ai_chat/routes/api.py:19,intelligence,pending,preserve path/method/status/envelope/auth/null/pagination
67e30df402b3,/api/ai-chat/sessions,POST,ai_chat.ai_chat_api.ai_chat_create_session,ai_chat,app/modules/ai_chat/routes/api.py:34,app/modules/ai_chat/routes/api.py:34,blueprint_decorator,"[""auth_required"",""limiter.limit('30/minute')""]",[],"[""global_write_csrf_for_POST:valid_jwt_or_xhr_required"",""global_session_or_valid_jwt_else_401"",""route_decorator:session_or_jwt""]",tests,"{""tests"":[""tests/test_ai_chat.py:112:test_client_literal"",""tests/test_ai_chat.py:171:test_client_literal"",""tests/test_ai_chat.py:217:test_client_literal"",""tests/test_ai_chat.py:87:test_client_literal""]}",runtime:url_map;source:app/modules/ai_chat/routes/api.py:34,intelligence,pending,preserve path/method/status/envelope/auth/null/pagination
29bc43b0b0bc,/api/ai-chat/sessions,GET,ai_chat.ai_chat_api.ai_chat_sessions,ai_chat,app/modules/ai_chat/routes/api.py:26,app/modules/ai_chat/routes/api.py:26,blueprint_decorator,"[""auth_required"",""limiter.limit('120/minute')""]",[],"[""global_session_or_valid_jwt_else_401"",""route_decorator:session_or_jwt""]",tests,"{""tests"":[""tests/test_ai_chat.py:69:test_client_literal""]}",runtime:url_map;source:app/modules/ai_chat/routes/api.py:26,intelligence,pending,preserve path/method/status/envelope/auth/null/pagination
20ee2d1cdd1d,/api/ai-chat/sessions/<int:session_id>,DELETE,ai_chat.ai_chat_api.ai_chat_delete_session,ai_chat,app/modules/ai_chat/routes/api.py:79,app/modules/ai_chat/routes/api.py:79,blueprint_decorator,"[""auth_required"",""limiter.limit('30/minute')""]",[],"[""global_write_csrf_for_DELETE:valid_jwt_or_xhr_required"",""global_session_or_valid_jwt_else_401"",""route_decorator:session_or_jwt""]",not_found_static_scan,not_found_static_scan,runtime:url_map;source:app/modules/ai_chat/routes/api.py:79,intelligence,pending,preserve path/method/status/envelope/auth/null/pagination
b9a8ce10a7a8,/api/ai-chat/sessions/<int:session_id>,PATCH,ai_chat.ai_chat_api.ai_chat_update_session,ai_chat,app/modules/ai_chat/routes/api.py:60,app/modules/ai_chat/routes/api.py:60,blueprint_decorator,"[""auth_required"",""limiter.limit('30/minute')""]",[],"[""global_write_csrf_for_PATCH:valid_jwt_or_xhr_required"",""global_session_or_valid_jwt_else_401"",""route_decorator:session_or_jwt""]",tests,"{""tests"":[""tests/test_ai_chat.py:142:test_client_literal""]}",runtime:url_map;source:app/modules/ai_chat/routes/api.py:60,intelligence,pending,preserve path/method/status/envelope/auth/null/pagination
7a38fb03224e,/api/ai-chat/sessions/<int:session_id>/messages,GET,ai_chat.ai_chat_api.ai_chat_messages,ai_chat,app/modules/ai_chat/routes/api.py:50,app/modules/ai_chat/routes/api.py:50,blueprint_decorator,"[""auth_required"",""limiter.limit('120/minute')""]",[],"[""global_session_or_valid_jwt_else_401"",""route_decorator:session_or_jwt""]",tests,"{""tests"":[""tests/test_ai_chat.py:139:test_client_literal""]}",runtime:url_map;source:app/modules/ai_chat/routes/api.py:50,intelligence,pending,preserve path/method/status/envelope/auth/null/pagination
447c141bbc1f,/api/ai-chat/sessions/<int:session_id>/messages/stream,POST,ai_chat.ai_chat_api.ai_chat_stream_message,ai_chat,app/modules/ai_chat/routes/api.py:90,app/modules/ai_chat/routes/api.py:90,blueprint_decorator,"[""auth_required"",""limiter.limit('10/minute;60/hour')""]",[],"[""global_write_csrf_for_POST:valid_jwt_or_xhr_required"",""global_session_or_valid_jwt_else_401"",""route_decorator:session_or_jwt""]",tests;web,"{""tests"":[""tests/test_ai_chat.py:178:test_client_literal"",""tests/test_ai_chat.py:224:test_client_literal""],""web"":[""static/js/ai_chat.js:529:fetch_literal""]}",runtime:url_map;source:app/modules/ai_chat/routes/api.py:90,intelligence,pending,preserve path/method/status/envelope/auth/null/pagination
c63c1574cf70,/api/ai/explain,POST,api_ai_explain,quiz_alias,app/modules/quiz/routes/api_components/ai_coding.py:29,app/modules/quiz/__init__.py::add_url_rule,application_compatibility_alias,"[""auth_required"",""limiter.limit('3 per minute;30 per hour', key_func=_ai_explain_rate_key)""]","[""current_user_resolution""]","[""global_write_csrf_for_POST:valid_jwt_or_xhr_required"",""global_session_or_valid_jwt_else_401"",""route_decorator:session_or_jwt""]",tests;web,"{""tests"":[""tests/test_runtime_settings.py:431:test_client_literal"",""tests/test_runtime_settings.py:453:test_client_literal""],""web"":[""app/modules/quiz/templates/quiz/partials/quiz/assets/js/_05_core_state_fab.html:448:fetch_literal""]}",runtime:url_map;source:app/modules/quiz/routes/api_components/ai_coding.py:29,intelligence,pending,preserve path/method/status/envelope/auth/null/pagination
a5b84d3db3a6,/api/ai/explain_async,POST,api_ai_explain_async,quiz_alias,app/modules/quiz/routes/api_components/ai_jobs.py:55,app/modules/quiz/__init__.py::add_url_rule,application_compatibility_alias,"[""auth_required"",""limiter.limit('30 per minute', key_func=_rate_key)""]","[""current_user_resolution"",""unauthorized_response_signal""]","[""global_write_csrf_for_POST:valid_jwt_or_xhr_required"",""global_session_or_valid_jwt_else_401"",""route_decorator:session_or_jwt""]",not_found_static_scan,not_found_static_scan,runtime:url_map;source:app/modules/quiz/routes/api_components/ai_jobs.py:55,intelligence,pending,preserve path/method/status/envelope/auth/null/pagination
88d7dc05cdbb,/api/auth/login-methods,GET,auth.auth_api.api_auth_login_methods,auth,app/modules/auth/routes/api.py:152,app/modules/auth/routes/api.py:152,blueprint_decorator,[],[],"[""global_anonymous_allow_exact"",""route_auth:none""]",miniprogram;tests,"{""miniprogram"":[""miniprogram-1/miniprogram/utils/api-endpoints.ts:122:request""],""tests"":[""tests/test_auth_login_methods_settings.py:169:test_client_literal""]}",runtime:url_map;source:app/modules/auth/routes/api.py:152,identity,pending,preserve path/method/status/envelope/auth/null/pagination
8dbb1450005a,/api/chat/badge_counts,GET,chat.chat_api.chat_badge_counts,chat,app/modules/chat/routes/api.py:1174,app/modules/chat/routes/api.py:1174,blueprint_decorator,"[""limiter.limit('120/minute')""]","[""session_reference""]","[""global_session_or_valid_jwt_else_401"",""route_auth:none""]",not_found_static_scan,not_found_static_scan,runtime:url_map;source:app/modules/chat/routes/api.py:1174,messaging,pending,preserve path/method/status/envelope/auth/null/pagination
dd134873c34f,/api/chat/conversation_users,GET,chat.chat_api.chat_conversation_users,chat,app/modules/chat/routes/api.py:357,app/modules/chat/routes/api.py:357,blueprint_decorator,"[""limiter.limit('120/minute')""]","[""session_reference"",""unauthorized_response_signal""]","[""global_session_or_valid_jwt_else_401"",""route_auth:none""]",web,"{""web"":[""app/modules/quiz/templates/quiz/partials/quiz/assets/js/_02_forward.html:66:fetch_literal""]}",runtime:url_map;source:app/modules/chat/routes/api.py:357,messaging,pending,preserve path/method/status/envelope/auth/null/pagination
364e6fb60462,/api/chat/conversations,GET,chat.chat_api.chat_conversations,chat,app/modules/chat/routes/api.py:235,app/modules/chat/routes/api.py:235,blueprint_decorator,"[""limiter.limit('120/minute')""]","[""session_reference"",""unauthorized_response_signal""]","[""global_session_or_valid_jwt_else_401"",""route_auth:none""]",web,"{""web"":[""app/modules/chat/templates/chat/_chat_scripts_messages.html:193:fetch_literal"",""app/modules/main/templates/main/shared/app_shell.html:1557:fetch_literal""]}",runtime:url_map;source:app/modules/chat/routes/api.py:235,messaging,pending,preserve path/method/status/envelope/auth/null/pagination
b876af2b4754,/api/chat/conversations/create,POST,chat.chat_api.chat_create_conversation,chat,app/modules/chat/routes/api.py:407,app/modules/chat/routes/api.py:407,blueprint_decorator,"[""limiter.limit('30/minute')""]","[""session_reference"",""unauthorized_response_signal""]","[""global_write_csrf_for_POST:valid_jwt_or_xhr_required"",""global_session_or_valid_jwt_else_401"",""route_auth:none""]",web,"{""web"":[""app/modules/chat/templates/chat/_chat_scripts_messages.html:223:fetch_literal"",""app/modules/quiz/templates/quiz/partials/quiz/assets/js/_02_forward.html:123:fetch_literal""]}",runtime:url_map;source:app/modules/chat/routes/api.py:407,messaging,pending,preserve path/method/status/envelope/auth/null/pagination
8b025229f66a,/api/chat/interactions,GET,chat.chat_api.api_interactions,chat,app/modules/chat/routes/api_interactions.py:10,app/modules/chat/routes/api_interactions.py:10,blueprint_decorator,"[""limiter.limit('60/minute')""]","[""session_reference"",""unauthorized_response_signal""]","[""global_session_or_valid_jwt_else_401"",""route_auth:none""]",web,"{""web"":[""app/modules/chat/templates/chat/_chat_scripts_interactions.html:141:fetch_literal""]}",runtime:url_map;source:app/modules/chat/routes/api_interactions.py:10,messaging,pending,preserve path/method/status/envelope/auth/null/pagination
771717528a29,/api/chat/interactions/read,POST,chat.chat_api.api_interactions_read,chat,app/modules/chat/routes/api_interactions.py:24,app/modules/chat/routes/api_interactions.py:24,blueprint_decorator,"[""limiter.limit('30/minute')""]","[""session_reference"",""unauthorized_response_signal""]","[""global_write_csrf_for_POST:valid_jwt_or_xhr_required"",""global_session_or_valid_jwt_else_401"",""route_auth:none""]",web,"{""web"":[""app/modules/chat/templates/chat/_chat_scripts_interactions.html:115:fetch_literal""]}",runtime:url_map;source:app/modules/chat/routes/api_interactions.py:24,messaging,pending,preserve path/method/status/envelope/auth/null/pagination
a1503a215325,/api/chat/interactions/unread_count,GET,chat.chat_api.api_interactions_unread_count,chat,app/modules/chat/routes/api_interactions.py:44,app/modules/chat/routes/api_interactions.py:44,blueprint_decorator,"[""limiter.limit('120/minute')""]","[""session_reference""]","[""global_session_or_valid_jwt_else_401"",""route_auth:none""]",web,"{""web"":[""app/modules/chat/templates/chat/_chat_scripts_interactions.html:238:fetch_literal""]}",runtime:url_map;source:app/modules/chat/routes/api_interactions.py:44,messaging,pending,preserve path/method/status/envelope/auth/null/pagination
c42925b43ad5,/api/chat/messages,GET,chat.chat_api.chat_messages,chat,app/modules/chat/routes/api.py:577,app/modules/chat/routes/api.py:577,blueprint_decorator,"[""limiter.limit('120/minute')""]","[""session_reference"",""unauthorized_response_signal"",""forbidden_response_signal""]","[""global_session_or_valid_jwt_else_401"",""route_auth:none""]",not_found_static_scan,not_found_static_scan,runtime:url_map;source:app/modules/chat/routes/api.py:577,messaging,pending,preserve path/method/status/envelope/auth/null/pagination
e7f103fd679a,/api/chat/messages/revoke,POST,chat.chat_api.chat_revoke_message,chat,app/modules/chat/routes/api.py:1252,app/modules/chat/routes/api.py:1252,blueprint_decorator,"[""limiter.limit('30/minute')""]","[""session_reference"",""unauthorized_response_signal"",""forbidden_response_signal""]","[""global_write_csrf_for_POST:valid_jwt_or_xhr_required"",""global_session_or_valid_jwt_else_401"",""route_auth:none""]",web,"{""web"":[""app/modules/chat/templates/chat/_chat_scripts_messages.html:283:fetch_literal""]}",runtime:url_map;source:app/modules/chat/routes/api.py:1252,messaging,pending,preserve path/method/status/envelope/auth/null/pagination
969b473c4f03,/api/chat/messages/search,GET,chat.chat_api.chat_search_messages,chat,app/modules/chat/routes/api.py:1298,app/modules/chat/routes/api.py:1298,blueprint_decorator,"[""limiter.limit('60/minute')""]","[""session_reference"",""unauthorized_response_signal"",""forbidden_response_signal""]","[""global_session_or_valid_jwt_else_401"",""route_auth:none""]",web,"{""web"":[""app/modules/chat/templates/chat/_chat_scripts_messages.html:296:fetch_literal""]}",runtime:url_map;source:app/modules/chat/routes/api.py:1298,messaging,pending,preserve path/method/status/envelope/auth/null/pagination
21d4bbb6f5e2,/api/chat/messages/send,POST,chat.chat_api.chat_send_message,chat,app/modules/chat/routes/api.py:699,app/modules/chat/routes/api.py:699,blueprint_decorator,"[""limiter.limit('30/minute')""]","[""session_reference"",""unauthorized_response_signal"",""forbidden_response_signal""]","[""global_write_csrf_for_POST:valid_jwt_or_xhr_required"",""global_session_or_valid_jwt_else_401"",""route_auth:none""]",web,"{""web"":[""app/modules/chat/templates/chat/_chat_scripts_messages.html:235:fetch_literal""]}",runtime:url_map;source:app/modules/chat/routes/api.py:699,messaging,pending,preserve path/method/status/envelope/auth/null/pagination
78816d6aa366,/api/chat/messages/send_question,POST,chat.chat_api.chat_send_question,chat,app/modules/chat/routes/api.py:930,app/modules/chat/routes/api.py:930,blueprint_decorator,"[""limiter.limit('30/minute')""]","[""session_reference"",""unauthorized_response_signal"",""forbidden_response_signal""]","[""global_write_csrf_for_POST:valid_jwt_or_xhr_required"",""global_session_or_valid_jwt_else_401"",""route_auth:none""]",web,"{""web"":[""app/modules/quiz/templates/quiz/partials/quiz/assets/js/_02_forward.html:133:fetch_literal""]}",runtime:url_map;source:app/modules/chat/routes/api.py:930,messaging,pending,preserve path/method/status/envelope/auth/null/pagination
1f320ee08a41,/api/chat/messages/upload_audio,POST,chat.chat_api.chat_upload_audio,chat,app/modules/chat/routes/api.py:812,app/modules/chat/routes/api.py:812,blueprint_decorator,"[""limiter.limit('10/minute')""]","[""session_reference"",""unauthorized_response_signal"",""forbidden_response_signal""]","[""global_write_csrf_for_POST:valid_jwt_or_xhr_required"",""global_session_or_valid_jwt_else_401"",""route_auth:none""]",web,"{""web"":[""app/modules/chat/templates/chat/_chat_scripts_messages.html:251:fetch_literal""]}",runtime:url_map;source:app/modules/chat/routes/api.py:812,messaging,pending,preserve path/method/status/envelope/auth/null/pagination
0b3ed56be8fd,/api/chat/messages/upload_image,POST,chat.chat_api.chat_upload_image,chat,app/modules/chat/routes/api.py:725,app/modules/chat/routes/api.py:725,blueprint_decorator,"[""limiter.limit('10/minute')""]","[""session_reference"",""unauthorized_response_signal"",""forbidden_response_signal""]","[""global_write_csrf_for_POST:valid_jwt_or_xhr_required"",""global_session_or_valid_jwt_else_401"",""route_auth:none""]",web,"{""web"":[""app/modules/chat/templates/chat/_chat_scripts_messages.html:245:fetch_literal""]}",runtime:url_map;source:app/modules/chat/routes/api.py:725,messaging,pending,preserve path/method/status/envelope/auth/null/pagination
748c8f401ee8,/api/chat/question/<int:question_id>,GET,chat.chat_api.chat_get_question_detail,chat,app/modules/chat/routes/api.py:1025,app/modules/chat/routes/api.py:1025,blueprint_decorator,"[""limiter.limit('120/minute')""]","[""session_reference"",""unauthorized_response_signal""]","[""global_session_or_valid_jwt_else_401"",""route_auth:none""]",web,"{""web"":[""app/modules/chat/templates/chat/_chat_scripts_messages.html:121:fetch_literal""]}",runtime:url_map;source:app/modules/chat/routes/api.py:1025,messaging,pending,preserve path/method/status/envelope/auth/null/pagination
40d7ad1d02c8,/api/chat/unread_count,GET,chat.chat_api.chat_unread_count,chat,app/modules/chat/routes/api.py:1098,app/modules/chat/routes/api.py:1098,blueprint_decorator,"[""limiter.limit('120/minute')""]","[""session_reference""]","[""global_session_or_valid_jwt_else_401"",""route_auth:none""]",web,"{""web"":[""app/modules/main/templates/main/shared/_app_sidebar.html:740:fetch_literal"",""app/modules/main/templates/main/shared/app_shell.html:1548:fetch_literal""]}",runtime:url_map;source:app/modules/chat/routes/api.py:1098,messaging,pending,preserve path/method/status/envelope/auth/null/pagination
eaf716ce5218,/api/chat/user_profile,GET,chat.chat_api.chat_user_profile,chat,app/modules/chat/routes/api.py:529,app/modules/chat/routes/api.py:529,blueprint_decorator,"[""limiter.limit('120/minute')""]","[""session_reference"",""unauthorized_response_signal""]","[""global_session_or_valid_jwt_else_401"",""route_auth:none""]",web,"{""web"":[""app/modules/chat/templates/chat/_chat_scripts_messages.html:258:fetch_literal""]}",runtime:url_map;source:app/modules/chat/routes/api.py:529,messaging,pending,preserve path/method/status/envelope/auth/null/pagination
cb68e3982a5a,/api/chat/user_remark,"GET,POST",chat.chat_api.chat_user_remark,chat,app/modules/chat/routes/api.py:460,app/modules/chat/routes/api.py:460,blueprint_decorator,"[""limiter.limit('60/minute')""]","[""session_reference"",""unauthorized_response_signal""]","[""global_write_csrf_for_POST:valid_jwt_or_xhr_required"",""global_session_or_valid_jwt_else_401"",""route_auth:none""]",web,"{""web"":[""app/modules/chat/templates/chat/_chat_scripts_messages.html:265:fetch_literal"",""app/modules/chat/templates/chat/_chat_scripts_messages.html:273:fetch_literal""]}",runtime:url_map;source:app/modules/chat/routes/api.py:460,messaging,pending,preserve path/method/status/envelope/auth/null/pagination
5c9ae7782d1c,/api/chat/users,GET,chat.chat_api.chat_users,chat,app/modules/chat/routes/api.py:188,app/modules/chat/routes/api.py:188,blueprint_decorator,"[""limiter.limit('120/minute')""]","[""session_reference"",""unauthorized_response_signal""]","[""global_session_or_valid_jwt_else_401"",""route_auth:none""]",web,"{""web"":[""app/modules/chat/templates/chat/_chat_scripts_messages.html:215:fetch_literal""]}",runtime:url_map;source:app/modules/chat/routes/api.py:188,messaging,pending,preserve path/method/status/envelope/auth/null/pagination
